"Criter13353057";"noRestriction";"real";"NetworkManagement";"";"2017-07-27 09:48:32";"2017-09-10 09:00:32";"1";"2017-07-27 09:49:55";"2017-07-27 09:48:32";"certain";"active";"2017-09-10 09:00:32";"2017-09-10 19:00:32";"0";"9h/19h Boulevard Paul Doumer|A l'Ouest de la rue Auguste Lumière|Le 10 septembre
Événement
Risque de perturbations";"bothWays";"CALUIRE-ET-CUIRE";"";"";"";"roadClosed";"";"";"";"CRITER";"68982";"2017-09-08 17:29:01";"2017-09-08 17:29:30";"nonLinkedPoint";""
"Criter12917526";"noRestriction";"real";"NetworkManagement";"";"2017-05-11 13:47:05";"2017-05-12 06:00:05";"4";"2017-05-12 19:36:15";"2017-05-11 13:47:05";"certain";"active";"2017-05-12 06:00:05";"2017-12-31 18:00:05";"0";"Rue Garibaldi|Entre la rue Bouchut et la rue d'Arménie|Jusque décembre 17
Circulation interdite sur les contre-allées
Travaux de requalification";"bothWays";"LYON-03";"TWG_ID:24";"";"";"narrowLanes";"";"";"";"CRITER";"62348";"2017-09-08 17:29:01";"2017-09-08 17:29:30";"nonLinkedPoint";""
"Criter13489723";"noRestriction";"real";"NetworkManagement";"";"2017-09-08 10:18:55";"2017-09-11 21:01:55";"1";"2017-09-08 10:20:22";"2017-09-08 10:18:55";"certain";"active";"2017-09-11 21:01:55";"2017-09-12 06:00:55";"0";"21h/6h A6 -> Paris|Entre Limonest et Anse|Du 11 au 14 septembre inclus
Travaux d'aménagement";"bothWays";"A6";"TWG_ID:1045";"";"";"roadClosed";"";"";"";"CRITER";"70750";"2017-09-08 17:29:01";"2017-09-08 17:29:30";"nonLinkedPoint";""
"Criter13432156";"noRestriction";"real";"NetworkManagement";"";"2017-08-28 10:20:04";"2017-09-10 09:00:27";"2";"2017-08-28 10:20:46";"2017-08-28 10:20:04";"certain";"active";"2017-09-10 09:00:27";"2017-09-10 19:00:27";"0";"9h/19h Avenue Adolphe Max|Aux abords de l'axe|Le 10 septembre
Foire aux Tupiniers
Risque de perturbations dans le Vieux-Lyon
";"bothWays";"LYON-05";"";"";"";"roadClosed";"";"";"";"CRITER";"70029";"2017-09-08 17:29:01";"2017-09-08 17:29:30";"nonLinkedPoint";""
"Criter13432157";"noRestriction";"real";"Activities";"";"2017-08-28 10:20:59";"2017-09-10 15:30:59";"2";"2017-08-28 10:22:47";"2017-08-28 10:20:59";"certain";"active";"2017-09-10 15:30:59";"2017-09-10 16:30:59";"0";"15h30 Départ : Place des Terreaux|Arrivée : Parc Blandan (Lyon 7)|Le 10 septembre
Convergence vélo
2 000 cyclistes attendus
Risque de perturbations";"bothWays";"LYON-01";"";"march";"";"";"";"";"";"CRITER";"70030";"2017-09-08 17:29:01";"2017-09-08 17:29:30";"nonLinkedPoint";""
"Criter13415611";"noRestriction";"real";"NetworkManagement";"";"2017-08-22 09:27:08";"2017-09-14 09:00:58";"1";"2017-08-22 09:27:08";"2017-08-22 09:27:08";"certain";"active";"2017-09-14 09:00:58";"2017-09-14 16:00:58";"0";"9h/16h Rue de Bonnel|Entre le quai Augagneur et le cours de la Liberté|Jusqu'au 22 septembre
Travaux de voirie";"bothWays";"LYON-03";"TWG_ID:35";"";"";"narrowLanes";"";"";"";"CRITER";"69791";"2017-09-08 17:29:01";"2017-09-08 17:29:30";"nonLinkedPoint";""
"Criter13490683";"noRestriction";"real";"AbnormalTraffic";"";"2017-09-08 12:48:56";"2017-09-08 12:48:56";"4";"2017-09-08 16:19:48";"2017-09-08 12:48:56";"certain";"active";"2017-09-08 12:48:56";"2017-09-08 23:59:59";"0";"Périphérique Laurent Bonnevay -> Marseille, 3 km|A hauteur de Saint-Fons";"bothWays";"Périphérique L. Bonnevay";"";"";"";"";"";"";"";"CRITER";"70785";"2017-09-08 17:29:01";"2017-09-08 17:29:30";"nonLinkedPoint";"queueingTraffic"
"Criter13489825";"noRestriction";"real";"NetworkManagement";"";"2017-09-08 10:36:57";"2017-09-11 22:00:57";"1";"2017-09-08 10:38:28";"2017-09-08 10:36:57";"certain";"active";"2017-09-11 22:00:57";"2017-09-12 06:00:57";"0";"22h/6h A6 -> Paris|Entre la porte du Valvert et Limonest|Les 11 et 12 septembre
Travaux d'aménagement";"bothWays";"A6";"TWG_ID:112";"";"";"narrowLanes";"";"";"";"CRITER";"70769";"2017-09-08 17:29:01";"2017-09-08 17:29:30";"nonLinkedPoint";""
"Criter13489729";"noRestriction";"real";"NetworkManagement";"";"2017-09-08 10:22:26";"2017-09-13 21:00:10";"4";"2017-09-08 10:24:24";"2017-09-08 10:22:26";"certain";"active";"2017-09-13 21:00:10";"2017-09-14 06:00:10";"0";"21h/6h A6 -> Marseille|Entre Limonest et la porte du Valvert|Les 13 et 14 septembre
Travaux d'aménagement";"bothWays";"A6";"TWG_ID:107;1077;108";"";"";"roadClosed";"";"";"";"CRITER";"70756";"2017-09-08 17:29:01";"2017-09-08 17:29:30";"nonLinkedPoint";""
"Criter13489727";"noRestriction";"real";"NetworkManagement";"";"2017-09-08 10:21:10";"2017-09-11 21:00:10";"2";"2017-09-08 10:23:26";"2017-09-08 10:21:10";"certain";"active";"2017-09-11 21:00:10";"2017-09-12 06:00:10";"0";"21h/6h A6 -> Marseille|Entre Limonest et la porte du Valvert|Du 11 au 14 septembre inclus
Travaux d'aménagement";"bothWays";"A6";"TWG_ID:107;1077;108";"";"";"roadClosed";"";"";"";"CRITER";"70754";"2017-09-08 17:29:01";"2017-09-08 17:29:30";"nonLinkedPoint";""
